"TeamId","Team","Conference","IdHash","Athletes[0] Id","Athletes[0] Name","Athletes[1] Id","Athletes[1] Name","Athletes[2] Id","Athletes[2] Name","Athletes[3] Id","Athletes[3] Name","Athletes[4] Id","Athletes[4] Name","TotalSeconds","Pace","OffenseRating","DefenseRating","NetRating","TeamStats Points","TeamStats Possessions","TeamStats Assists","TeamStats Steals","TeamStats Turnovers","TeamStats Blocks","TeamStats DefensiveRebounds","TeamStats OffensiveRebounds","TeamStats TrueShooting","TeamStats FieldGoals Made","TeamStats FieldGoals Attempted","TeamStats FieldGoals Pct","TeamStats FreeThrows Made","TeamStats FreeThrows Attempted","TeamStats FreeThrows Pct","TeamStats TwoPointers Made","TeamStats TwoPointers Attempted","TeamStats TwoPointers Pct","TeamStats TwoPointers TipIns Made","TeamStats TwoPointers TipIns Attempted","TeamStats TwoPointers TipIns Pct","TeamStats TwoPointers Dunks Made","TeamStats TwoPointers Dunks Attempted","TeamStats TwoPointers Dunks Pct","TeamStats TwoPointers Layups Made","TeamStats TwoPointers Layups Attempted","TeamStats TwoPointers Layups Pct","TeamStats TwoPointers Jumpers Made","TeamStats TwoPointers Jumpers Attempted","TeamStats TwoPointers Jumpers Pct","TeamStats ThreePointers Made","TeamStats ThreePointers Attempted","TeamStats ThreePointers Pct","TeamStats FourFactors EffectiveFieldGoalPct","TeamStats FourFactors TurnoverRatio","TeamStats FourFactors OffensiveReboundPct","TeamStats FourFactors FreeThrowRate","OpponentStats Points","OpponentStats Possessions","OpponentStats Assists","OpponentStats Steals","OpponentStats Turnovers","OpponentStats Blocks","OpponentStats DefensiveRebounds","OpponentStats OffensiveRebounds","OpponentStats TrueShooting","OpponentStats FieldGoals Made","OpponentStats FieldGoals Attempted","OpponentStats FieldGoals Pct","OpponentStats FreeThrows Made","OpponentStats FreeThrows Attempted","OpponentStats FreeThrows Pct","OpponentStats TwoPointers Made","OpponentStats TwoPointers Attempted","OpponentStats TwoPointers Pct","OpponentStats TwoPointers TipIns Made","OpponentStats TwoPointers TipIns Attempted","OpponentStats TwoPointers TipIns Pct","OpponentStats TwoPointers Dunks Made","OpponentStats TwoPointers Dunks Attempted","OpponentStats TwoPointers Dunks Pct","OpponentStats TwoPointers Layups Made","OpponentStats TwoPointers Layups Attempted","OpponentStats TwoPointers Layups Pct","OpponentStats TwoPointers Jumpers Made","OpponentStats TwoPointers Jumpers Attempted","OpponentStats TwoPointers Jumpers Pct","OpponentStats ThreePointers Made","OpponentStats ThreePointers Attempted","OpponentStats ThreePointers Pct","OpponentStats FourFactors EffectiveFieldGoalPct","OpponentStats FourFactors TurnoverRatio","OpponentStats FourFactors OffensiveReboundPct","OpponentStats FourFactors FreeThrowRate"
"16","Auburn","SEC","12-14-16-198102-198108","12","Drake Cardwell","14","Reed Trapp","16","CJ Williams","198102","Emeka Opurum","198108","Simon Walker","123","58.5","225","350","-125","9","4","3","0","0","0","1","0","150","3","3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","100","150","0","0","0","7","2","1","0","0","0","0","0","90.2","2","3","66.7","2","2","100","1","1","100","0","0","0","0","0","0","0","0","0","1","1","100","1","2","50","83.3","0","0","66.7"
"16","Auburn","SEC","334-4154-198091-198099-198110","334","Keyshawn Hall","4154","KeShawn Murphy","198091","Abdul Bashir","198099","Kaden Magwood","198110","Sebastian Williams-Adams","116","103.4","100","166.7","-66.7","4","4","0","0","0","0","2","3","28.6","2","7","28.6","0","0","0","2","5","40","0","0","0","0","0","0","1","4","25","1","1","100","0","2","0","28.6","0","100","0","10","6","2","0","0","0","2","0","83.3","4","6","66.7","0","0","0","2","4","50","0","0","0","0","0","0","2","4","50","0","0","0","2","2","100","83.3","0","0","0"
"16","Auburn","SEC","15-4154-7583-198098-198099","15","Blake Muschalek","4154","KeShawn Murphy","7583","Kevin Overton","198098","Filip Jović","198099","Kaden Magwood","112","85.7","225","50","175","9","4","1","3","0","0","0","0","112.5","4","4","100","0","0","0","3","3","100","0","0","0","1","1","100","1","1","100","1","1","100","1","1","100","112.5","0","0","0","2","4","0","0","3","0","0","0","100","1","1","100","0","0","0","1","1","100","0","0","0","0","0","0","1","1","100","0","0","0","0","0","0","100","0.75","0","0"
"16","Auburn","SEC","9-4154-198094-198108-198110","9","Tahaad Pettiford","4154","KeShawn Murphy","198094","Elyjah Freeman","198108","Simon Walker","198110","Sebastian Williams-Adams","110","65.5","50","200","-150","2","4","0","0","1","1","2","2","25","1","4","25","0","0","0","1","2","50","1","1","100","0","0","0","0","1","0","0","0","0","0","2","0","25","0.25","100","0","4","2","0","0","0","0","2","3","32.3","0","4","0","4","5","80","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","100","125"
"16","Auburn","SEC","9-7583-198094-198099-198110","9","Tahaad Pettiford","7583","Kevin Overton","198094","Elyjah Freeman","198099","Kaden Magwood","198110","Sebastian Williams-Adams","107","78.5","250","133.3","116.7","10","4","3","0","0","0","1","1","86.8","3","4","75","3","4","75","2","2","100","0","0","0","1","1","100","1","1","100","0","0","0","1","2","50","87.5","0","100","100","4","3","1","0","1","0","0","0","50","2","4","50","0","0","0","2","3","66.7","0","0","0","0","0","0","2","2","100","0","1","0","0","1","0","50","0.33","0","0"
"16","Auburn","SEC","7583-198094-198098-198108-198110","7583","Kevin Overton","198094","Elyjah Freeman","198098","Filip Jović","198108","Simon Walker","198110","Sebastian Williams-Adams","101","47.5","150","250","-100","3","2","1","0","0","0","1","0","75","1","2","50","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","100","75","0","0","0","5","2","1","0","0","0","1","0","64.4","1","3","33.3","2","2","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","33.3","50","0","0","66.7"
"16","Auburn","SEC","334-198091-198094-198099-198102","334","Keyshawn Hall","198091","Abdul Bashir","198094","Elyjah Freeman","198099","Kaden Magwood","198102","Emeka Opurum","100","36","50","100","-50","1","2","0","0","0","0","2","0","26.6","0","1","0","1","2","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","200","1","1","0","0","0","0","1","2","12.9","0","3","0","1","2","50","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","66.7","66.7"
"16","Auburn","SEC","9-334-7583-198098-198108","9","Tahaad Pettiford","334","Keyshawn Hall","7583","Kevin Overton","198098","Filip Jović","198108","Simon Walker","100","84","0","80","-80","0","2","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","4","5","0","2","1","0","2","0","100","2","2","100","0","0","0","2","2","100","0","0","0","0","0","0","2","2","100","0","0","0","0","0","0","100","0.2","0","0"
"16","Auburn","SEC","15-4154-198091-198098-198099","15","Blake Muschalek","4154","KeShawn Murphy","198091","Abdul Bashir","198098","Filip Jović","198099","Kaden Magwood","98","36.7","200","200","0","4","2","1","1","0","0","0","0","100","2","2","100","0","0","0","2","2","100","0","0","0","2","2","100","0","0","0","0","0","0","0","0","0","100","0","0","0","2","1","0","0","1","0","0","0","75.8","0","0","0","2","3","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"16","Auburn","SEC","15-198091-198098-198099-198110","15","Blake Muschalek","198091","Abdul Bashir","198098","Filip Jović","198099","Kaden Magwood","198110","Sebastian Williams-Adams","97","49.5","266.7","200","66.7","8","3","1","0","0","0","1","2","92.6","2","3","66.7","3","3","100","1","1","100","0","0","0","0","0","0","1","1","100","0","0","0","1","2","50","83.3","0","66.7","100","2","1","0","0","0","0","0","0","50","1","2","50","0","0","0","1","2","50","0","0","0","1","1","100","0","0","0","0","1","0","0","0","0","50","0","0","0"
"16","Auburn","SEC","334-4154-198099-198108-198110","334","Keyshawn Hall","4154","KeShawn Murphy","198099","Kaden Magwood","198108","Simon Walker","198110","Sebastian Williams-Adams","94","63.8","250","266.7","-16.7","5","2","2","0","0","0","0","0","125","2","2","100","0","0","0","1","1","100","0","0","0","0","0","0","0","0","0","1","1","100","1","1","100","125","0","0","0","8","3","2","0","0","0","0","2","75.2","3","4","75","1","3","33.3","2","2","100","0","0","0","1","1","100","0","0","0","1","1","100","1","2","50","87.5","0","100","75"
"16","Auburn","SEC","9-15-334-198094-198102","9","Tahaad Pettiford","15","Blake Muschalek","334","Keyshawn Hall","198094","Elyjah Freeman","198102","Emeka Opurum","93","64.5","200","166.7","33.3","4","2","0","0","0","0","1","3","37.6","1","4","25","2","3","66.7","1","1","100","0","0","0","0","0","0","1","1","100","0","0","0","0","3","0","25","0","100","75","5","3","1","0","0","1","1","0","102.5","2","2","100","0","1","0","1","1","100","0","0","0","0","0","0","1","1","100","0","0","0","1","1","100","125","0","0","50"
"16","Auburn","SEC","14-15-198091-198098-198099","14","Reed Trapp","15","Blake Muschalek","198091","Abdul Bashir","198098","Filip Jović","198099","Kaden Magwood","84","71.4","150","166.7","-16.7","3","2","0","0","1","0","0","2","50","1","3","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","33.3","50","0.5","100","0","5","3","0","1","0","0","1","2","62.5","2","4","50","0","0","0","1","3","33.3","1","2","50","0","0","0","0","1","0","0","0","0","1","1","100","62.5","0","66.7","0"
"16","Auburn","SEC","9-198094-198098-198099-198110","9","Tahaad Pettiford","198094","Elyjah Freeman","198098","Filip Jović","198099","Kaden Magwood","198110","Sebastian Williams-Adams","83","43.4","200","100","100","2","1","0","0","0","0","0","0","50","1","2","50","0","0","0","1","2","50","0","0","0","1","1","100","0","1","0","0","0","0","0","0","0","50","0","0","0","2","2","1","0","0","1","1","0","50","1","2","50","0","0","0","1","1","100","0","0","0","0","0","0","1","1","100","0","0","0","0","1","0","50","0","0","0"
"16","Auburn","SEC","7583-198091-198098-198099-198110","7583","Kevin Overton","198091","Abdul Bashir","198098","Filip Jović","198099","Kaden Magwood","198110","Sebastian Williams-Adams","76","78.9","300","100","200","3","1","0","0","0","0","0","1","52.1","1","2","50","1","2","50","1","2","50","0","0","0","0","1","0","0","0","0","1","1","100","0","0","0","50","0","100","100","4","4","0","0","1","0","1","0","100","2","2","100","0","0","0","2","2","100","0","0","0","0","0","0","1","1","100","1","1","100","0","0","0","100","0.25","0","0"
"16","Auburn","SEC","334-7583-198091-198099-198102","334","Keyshawn Hall","7583","Kevin Overton","198091","Abdul Bashir","198099","Kaden Magwood","198102","Emeka Opurum","74","81.1","0","66.7","-66.7","0","2","0","1","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0.5","0","0","2","3","0","1","1","0","1","0","50","1","2","50","0","0","0","1","1","100","0","0","0","0","0","0","0","0","0","1","1","100","0","1","0","50","0.33","0","0"
"16","Auburn","SEC","15-334-4154-198099-198110","15","Blake Muschalek","334","Keyshawn Hall","4154","KeShawn Murphy","198099","Kaden Magwood","198110","Sebastian Williams-Adams","72","83.3","0","300","-300","0","3","0","0","3","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","6","2","2","2","0","0","0","0","150","2","2","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","100","150","0","0","0"
"16","Auburn","SEC","9-334-7583-198091-198098","9","Tahaad Pettiford","334","Keyshawn Hall","7583","Kevin Overton","198091","Abdul Bashir","198098","Filip Jović","71","50.7","133.3","","","4","3","0","0","0","0","1","2","50","2","4","50","0","0","0","2","4","50","2","2","100","0","0","0","0","2","0","0","0","0","0","0","0","50","0","66.7","0","4","0","0","0","0","1","0","1","53.2","0","2","0","4","4","100","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","100","200"
"16","Auburn","SEC","9-15-4154-7583-198110","9","Tahaad Pettiford","15","Blake Muschalek","4154","KeShawn Murphy","7583","Kevin Overton","198110","Sebastian Williams-Adams","69","69.6","300","100","200","3","1","0","0","0","0","0","1","52.1","1","2","50","1","2","50","1","1","100","0","0","0","0","0","0","1","1","100","0","0","0","0","1","0","50","0","100","100","3","3","1","0","1","0","1","1","52.1","1","2","50","1","2","50","1","2","50","0","0","0","0","0","0","1","1","100","0","1","0","0","0","0","50","0.33","100","100"
"16","Auburn","SEC","334-4154-198094-198098-198099","334","Keyshawn Hall","4154","KeShawn Murphy","198094","Elyjah Freeman","198098","Filip Jović","198099","Kaden Magwood","66","36.4","100","","","2","2","1","0","0","0","1","0","100","1","1","100","0","0","0","1","1","100","0","0","0","0","0","0","1","1","100","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","100","0"
"16","Auburn","SEC","15-7583-198098-198099-198110","15","Blake Muschalek","7583","Kevin Overton","198098","Filip Jović","198099","Kaden Magwood","198110","Sebastian Williams-Adams","66","36.4","200","0","200","2","1","0","1","0","0","0","2","25.8","1","3","33.3","0","2","0","1","2","50","1","1","100","0","0","0","0","0","0","0","1","0","0","1","0","33.3","0","100","66.7","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","100","0"
"16","Auburn","SEC","334-7583-198091-198098-198099","334","Keyshawn Hall","7583","Kevin Overton","198091","Abdul Bashir","198098","Filip Jović","198099","Kaden Magwood","65","92.3","150","66.7","83.3","3","2","0","0","0","0","1","0","61.5","1","2","50","1","1","100","1","2","50","0","0","0","0","0","0","1","1","100","0","1","0","0","0","0","50","0","0","50","2","3","0","0","0","0","2","0","50","1","2","50","0","0","0","1","1","100","0","0","0","0","0","0","0","0","0","1","1","100","0","1","0","50","0","0","0"
"16","Auburn","SEC","12-14-15-16-198108","12","Drake Cardwell","14","Reed Trapp","15","Blake Muschalek","16","CJ Williams","198108","Simon Walker","59","61","","133.3","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","3","1","0","0","1","1","1","66.7","2","3","66.7","0","0","0","2","3","66.7","1","1","100","0","0","0","1","1","100","0","1","0","0","0","0","66.7","0","100","0"
"16","Auburn","SEC","14-15-16-198099-198108","14","Reed Trapp","15","Blake Muschalek","16","CJ Williams","198099","Kaden Magwood","198108","Simon Walker","58","62.1","100","200","-100","2","2","1","0","1","0","0","1","50","1","2","50","0","0","0","1","1","100","0","0","0","0","0","0","1","1","100","0","0","0","0","1","0","50","0.5","100","0","2","1","0","0","0","0","0","0","100","1","1","100","0","0","0","1","1","100","0","0","0","1","1","100","0","0","0","0","0","0","0","0","0","100","0","0","0"
"16","Auburn","SEC","9-15-334-198098-198110","9","Tahaad Pettiford","15","Blake Muschalek","334","Keyshawn Hall","198098","Filip Jović","198110","Sebastian Williams-Adams","58","62.1","0","0","0","0","1","0","1","0","0","1","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","100","0","0","2","0","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0.5","0","0"
"16","Auburn","SEC","9-15-334-4154-7583","9","Tahaad Pettiford","15","Blake Muschalek","334","Keyshawn Hall","4154","KeShawn Murphy","7583","Kevin Overton","56","42.9","","150","","1","0","0","0","0","0","0","0","56.8","0","0","0","1","2","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0","1","1","52.1","1","2","50","1","2","50","1","2","50","0","0","0","0","0","0","1","1","100","0","1","0","0","0","0","50","0","100","100"
"16","Auburn","SEC","9-334-4154-198098-198108","9","Tahaad Pettiford","334","Keyshawn Hall","4154","KeShawn Murphy","198098","Filip Jović","198108","Simon Walker","55","65.5","0","300","-300","0","1","0","0","1","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","6","2","1","1","0","0","0","0","123","2","2","100","1","1","100","1","1","100","0","0","0","0","0","0","1","1","100","0","0","0","1","1","100","125","0","0","50"
"16","Auburn","SEC","9-15-334-198091-198098","9","Tahaad Pettiford","15","Blake Muschalek","334","Keyshawn Hall","198091","Abdul Bashir","198098","Filip Jović","54","44.4","200","","","4","2","0","0","0","0","1","3","41","1","4","25","2","2","100","1","3","33.3","1","1","100","0","0","0","0","1","0","0","1","0","0","1","0","25","0","100","50","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"16","Auburn","SEC","9-14-16-7583-198094","9","Tahaad Pettiford","14","Reed Trapp","16","CJ Williams","7583","Kevin Overton","198094","Elyjah Freeman","48","100","0","100","-100","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","3","3","1","1","1","0","1","0","150","1","1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","100","150","0.33","0","0"
"16","Auburn","SEC","4154-198091-198098-198099-198110","4154","KeShawn Murphy","198091","Abdul Bashir","198098","Filip Jović","198099","Kaden Magwood","198110","Sebastian Williams-Adams","47","25.5","","300","","0","0","0","0","0","1","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","0","0","0","2","50","1","3","33.3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","100","50","0","100","0"
"16","Auburn","SEC","9-4154-198094-198098-198110","9","Tahaad Pettiford","4154","KeShawn Murphy","198094","Elyjah Freeman","198098","Filip Jović","198110","Sebastian Williams-Adams","46","52.2","","200","","2","0","0","0","0","0","0","0","113.6","0","0","0","2","2","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","0","0","0","0","100","2","2","100","0","0","0","2","2","100","0","0","0","0","0","0","1","1","100","1","1","100","0","0","0","100","0","0","0"
"16","Auburn","SEC","15-334-198094-198099-198110","15","Blake Muschalek","334","Keyshawn Hall","198094","Elyjah Freeman","198099","Kaden Magwood","198110","Sebastian Williams-Adams","45","80","","66.7","","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","3","0","0","1","1","1","0","100","1","1","100","0","0","0","1","1","100","0","0","0","0","0","0","0","0","0","1","1","100","0","0","0","100","0.33","0","0"
"16","Auburn","SEC","334-198091-198098-198099-198110","334","Keyshawn Hall","198091","Abdul Bashir","198098","Filip Jović","198099","Kaden Magwood","198110","Sebastian Williams-Adams","39","61.5","0","400","-400","0","1","0","0","1","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","1","0","1","0","0","0","0","106.4","1","1","100","1","2","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","100","150","0","0","200"
"16","Auburn","SEC","12-14-15-16-198098","12","Drake Cardwell","14","Reed Trapp","15","Blake Muschalek","16","CJ Williams","198098","Filip Jović","35","0","","","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","113.6","0","0","0","2","2","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Auburn","SEC","9-334-198091-198094-198110","9","Tahaad Pettiford","334","Keyshawn Hall","198091","Abdul Bashir","198094","Elyjah Freeman","198110","Sebastian Williams-Adams","33","72.7","","150","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","2","1","0","0","0","1","0","150","1","1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","100","150","0","0","0"
"16","Auburn","SEC","9-334-198094-198098-198102","9","Tahaad Pettiford","334","Keyshawn Hall","198094","Elyjah Freeman","198098","Filip Jović","198102","Emeka Opurum","32","37.5","0","","","0","1","0","0","0","0","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"16","Auburn","SEC","15-334-7583-198094-198110","15","Blake Muschalek","334","Keyshawn Hall","7583","Kevin Overton","198094","Elyjah Freeman","198110","Sebastian Williams-Adams","30","120","0","0","0","0","2","0","0","0","0","2","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0"
"16","Auburn","SEC","15-7583-198098-198102-198108","15","Blake Muschalek","7583","Kevin Overton","198098","Filip Jović","198102","Emeka Opurum","198108","Simon Walker","28","42.9","","200","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","100","1","1","100","0","0","0","1","1","100","0","0","0","0","0","0","0","0","0","1","1","100","0","0","0","100","0","0","0"
"16","Auburn","SEC","198094-198098-198099-198102-198108","198094","Elyjah Freeman","198098","Filip Jović","198099","Kaden Magwood","198102","Emeka Opurum","198108","Simon Walker","28","85.7","","0","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","1","0","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0","0"
"16","Auburn","SEC","15-198094-198098-198099-198110","15","Blake Muschalek","198094","Elyjah Freeman","198098","Filip Jović","198099","Kaden Magwood","198110","Sebastian Williams-Adams","26","92.3","","150","","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","100","0","3","2","1","0","0","0","1","0","150","1","1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","100","150","0","0","0"
"16","Auburn","SEC","9-334-198094-198098-198099","9","Tahaad Pettiford","334","Keyshawn Hall","198094","Elyjah Freeman","198098","Filip Jović","198099","Kaden Magwood","23","52.2","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Auburn","SEC","9-334-198091-198094-198098","9","Tahaad Pettiford","334","Keyshawn Hall","198091","Abdul Bashir","198094","Elyjah Freeman","198098","Filip Jović","22","54.5","0","","","0","1","0","0","0","0","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"16","Auburn","SEC","4154-198094-198099-198108-198110","4154","KeShawn Murphy","198094","Elyjah Freeman","198099","Kaden Magwood","198108","Simon Walker","198110","Sebastian Williams-Adams","21","0","","","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","100","100"
"16","Auburn","SEC","12-15-16-198108-198110","12","Drake Cardwell","15","Blake Muschalek","16","CJ Williams","198108","Simon Walker","198110","Sebastian Williams-Adams","21","114.3","","100","","2","0","0","0","0","0","0","0","113.6","0","0","0","2","2","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","0","100","1","1","100","0","0","0","1","1","100","0","0","0","0","0","0","1","1","100","0","0","0","0","0","0","100","0","0","0"
"16","Auburn","SEC","9-15-4154-198091-198098","9","Tahaad Pettiford","15","Blake Muschalek","4154","KeShawn Murphy","198091","Abdul Bashir","198098","Filip Jović","17","141.2","0","200","-200","0","1","0","0","0","0","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","69.4","1","1","100","0","1","0","1","1","100","0","0","0","0","0","0","1","1","100","0","0","0","0","0","0","100","0","0","100"
"16","Auburn","SEC","14-15-198091-198099-198102","14","Reed Trapp","15","Blake Muschalek","198091","Abdul Bashir","198099","Kaden Magwood","198102","Emeka Opurum","13","92.3","0","","","0","1","0","0","0","0","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"16","Auburn","SEC","334-4154-7583-198108-198110","334","Keyshawn Hall","4154","KeShawn Murphy","7583","Kevin Overton","198108","Simon Walker","198110","Sebastian Williams-Adams","6","0","","","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","100","0"
